query_text,department
"blurred vision, tremors, cough",Pulmonology
"sore throat, joint pain, runny nose, insomnia, rash, nausea, weight loss",ENT
"anxiety, blurred vision, chest pain, rash, fatigue, fever, cough",Neurology
"swelling, shortness of breath, runny nose, depression, fever, vomiting",Pulmonology
"runny nose, sweating, weight gain, tremors, insomnia",ENT
"muscle pain, fatigue, weight gain, joint pain, sneezing",Orthopedics
"weight gain, dizziness, weight loss, vomiting, diarrhea",Gastroenterology
"shortness of breath, diarrhea, fatigue",Pulmonology
"sneezing, fever, nausea, muscle pain, runny nose",Cardiology
"vomiting, chest pain, runny nose, fever, insomnia",Endocrinology
"fatigue, muscle pain, anxiety, dizziness, sweating, depression",Psychiatry
"runny nose, weight loss, dizziness, fever, sneezing, back pain",Pulmonology
"runny nose, diarrhea, anxiety, weight loss, rash, headache",Gastroenterology
"vomiting, fever, blurred vision, cough",Neurology
"anxiety, nausea, joint pain, shortness of breath",Orthopedics
"headache, tremors, shortness of breath, fatigue, swelling",Pulmonology
"appetite loss, weight loss, headache",Gastroenterology
"muscle pain, sore throat, rash, depression",Endocrinology
"fatigue, runny nose, depression, fever, weight gain",Gastroenterology
"weight loss, shortness of breath, vomiting",Pulmonology
"dizziness, nausea, insomnia, depression, blurred vision, diarrhea",Gastroenterology
"anxiety, insomnia, nausea",Cardiology
"weight loss, chest pain, nausea, insomnia, muscle pain, dizziness",General Medicine
"fatigue, appetite loss, depression, weight gain, sneezing, runny nose",ENT
"cough, shortness of breath, tremors, diarrhea",Gastroenterology
"weight gain, depression, dizziness",Pulmonology
"joint pain, dizziness, headache",Neurology
"joint pain, cough, vomiting, insomnia, chest pain, fatigue",Orthopedics
"headache, appetite loss, cough, sore throat, sneezing, fever",ENT
"appetite loss, back pain, runny nose",General Medicine
"sweating, blurred vision, abdominal pain, rash",General Medicine
"diarrhea, shortness of breath, muscle pain",Pulmonology
"depression, fatigue, anxiety",Neurology
"blurred vision, tremors, insomnia, joint pain, runny nose, sneezing",ENT
"vomiting, abdominal pain, fever, headache, cough, sneezing, joint pain",Gastroenterology
"sore throat, tremors, sneezing",Pulmonology
"vomiting, appetite loss, fever, shortness of breath, chest pain, abdominal pain",Cardiology
"sneezing, sweating, fever, sore throat, fatigue",ENT
"weight gain, fever, depression, appetite loss, weight loss, swelling, back pain",Cardiology
"cough, tremors, vomiting, appetite loss, chest pain, headache, abdominal pain",Pulmonology
"swelling, joint pain, shortness of breath, tremors, blurred vision, fever, anxiety",Gastroenterology
"appetite loss, tremors, swelling, insomnia",Endocrinology
"rash, vomiting, appetite loss, swelling, chest pain, depression",Dermatology
"swelling, joint pain, cough, sore throat, diarrhea, sneezing, chest pain",Psychiatry
"sore throat, abdominal pain, anxiety",General Medicine
"runny nose, fatigue, weight gain",ENT
"cough, weight loss, shortness of breath, tremors, sweating",Pulmonology
"fever, runny nose, blurred vision, vomiting, back pain",Gastroenterology
"abdominal pain, runny nose, chest pain",Neurology
"headache, runny nose, chest pain",Cardiology
"appetite loss, tremors, cough",Neurology
"shortness of breath, cough, anxiety",Pulmonology
"appetite loss, fatigue, shortness of breath",General Medicine
"shortness of breath, joint pain, swelling, weight gain",Orthopedics
"anxiety, vomiting, dizziness, back pain",General Medicine
"cough, insomnia, blurred vision, sneezing",Pulmonology
"abdominal pain, shortness of breath, nausea, insomnia",Cardiology
"shortness of breath, headache, cough, fever, weight gain, rash",Dermatology
"fever, joint pain, weight gain, sweating",Orthopedics
"weight loss, fatigue, vomiting, back pain, chest pain",Orthopedics
"appetite loss, shortness of breath, back pain, rash, sweating",Neurology
"back pain, runny nose, sore throat, sneezing, joint pain",Endocrinology
"headache, sore throat, chest pain, appetite loss, rash, joint pain",Cardiology
"dizziness, back pain, depression",Orthopedics
"insomnia, weight gain, dizziness, cough, swelling, joint pain",Orthopedics
"rash, diarrhea, sore throat, nausea",Gastroenterology
"weight loss, tremors, back pain, blurred vision, sore throat, nausea",Endocrinology
"chest pain, rash, appetite loss",Dermatology
"back pain, chest pain, sweating, weight gain, weight loss, dizziness",Orthopedics
"sneezing, joint pain, weight loss",Pulmonology
"abdominal pain, cough, joint pain, back pain, appetite loss, insomnia",Orthopedics
"cough, joint pain, dizziness, weight gain",Orthopedics
"joint pain, rash, insomnia",Orthopedics
"vomiting, joint pain, swelling, diarrhea, dizziness, rash, weight gain",Orthopedics
"back pain, fever, sore throat",ENT
"joint pain, blurred vision, tremors",Gastroenterology
"dizziness, blurred vision, swelling, sneezing, rash, chest pain",Neurology
"chest pain, shortness of breath, vomiting",Pulmonology
"insomnia, dizziness, sore throat",ENT
"headache, fatigue, weight gain, cough, anxiety, diarrhea",Gastroenterology
"insomnia, sore throat, sneezing, swelling, shortness of breath, tremors",ENT
"nausea, sneezing, joint pain, back pain, depression, sore throat, diarrhea",Neurology
"depression, weight gain, insomnia",Gastroenterology
"fever, depression, joint pain",Endocrinology
"depression, nausea, blurred vision",General Medicine
"sore throat, vomiting, nausea, sweating",Cardiology
"back pain, joint pain, sweating",Orthopedics
"chest pain, sneezing, anxiety, nausea, depression",Gastroenterology
"insomnia, diarrhea, weight loss, sweating, cough, vomiting, swelling",Pulmonology
"nausea, rash, sore throat, weight gain, fatigue, sneezing, dizziness",ENT
"abdominal pain, insomnia, headache, chest pain",Endocrinology
"diarrhea, muscle pain, swelling, tremors, anxiety, headache, chest pain",Psychiatry
"anxiety, diarrhea, chest pain, appetite loss",Cardiology
"runny nose, blurred vision, insomnia, appetite loss, fever, fatigue, shortness of breath",Neurology
"swelling, abdominal pain, depression, fever, weight gain, runny nose",Neurology
"runny nose, sweating, shortness of breath",ENT
"abdominal pain, joint pain, weight gain, anxiety, muscle pain",Pulmonology
"chest pain, muscle pain, fatigue, runny nose, vomiting, headache, joint pain",Pulmonology
"muscle pain, insomnia, sweating, blurred vision, shortness of breath, weight gain",Pulmonology
"insomnia, chest pain, shortness of breath",Pulmonology
"weight gain, insomnia, shortness of breath, chest pain, sneezing, fever",Gastroenterology
"rash, depression, abdominal pain, fever, cough, fatigue",Neurology
"muscle pain, nausea, depression, sweating, diarrhea, weight loss",General Medicine
"joint pain, rash, fever, abdominal pain, chest pain, blurred vision, swelling",Orthopedics
"weight loss, swelling, anxiety, chest pain, cough",Neurology
"weight gain, joint pain, headache, nausea, weight loss",General Medicine
"weight loss, headache, joint pain, depression, vomiting, runny nose",ENT
"runny nose, diarrhea, depression, chest pain",Psychiatry
"rash, joint pain, tremors, depression",Neurology
"weight loss, fever, rash",Dermatology
"rash, vomiting, shortness of breath, sneezing, fatigue, runny nose, appetite loss",ENT
"tremors, nausea, insomnia",Gastroenterology
"appetite loss, cough, tremors, sweating, muscle pain",General Medicine
"chest pain, runny nose, fatigue",Neurology
"fatigue, rash, joint pain, diarrhea, blurred vision, depression",Orthopedics
"blurred vision, shortness of breath, fever, swelling, sweating",Pulmonology
"back pain, swelling, sneezing, weight loss",Cardiology
"appetite loss, runny nose, sweating",ENT
"fatigue, weight gain, vomiting, cough",Endocrinology
"rash, weight gain, insomnia, depression, blurred vision, headache",Dermatology
"muscle pain, runny nose, vomiting, chest pain, weight gain, blurred vision",ENT
"fever, shortness of breath, swelling",Pulmonology
"joint pain, insomnia, weight gain",Orthopedics
"weight loss, fatigue, sneezing, muscle pain, runny nose, shortness of breath",ENT
"muscle pain, swelling, runny nose, insomnia, anxiety, sneezing",ENT
"blurred vision, vomiting, joint pain, back pain, runny nose",General Medicine
"diarrhea, chest pain, sore throat, weight loss",Cardiology
"chest pain, back pain, weight loss",Orthopedics
"abdominal pain, blurred vision, sneezing, fatigue, sore throat, tremors, chest pain",Gastroenterology
"rash, depression, weight loss, shortness of breath, sweating",Neurology
"nausea, abdominal pain, joint pain, rash, fatigue",General Medicine
"back pain, tremors, weight gain",Orthopedics
"blurred vision, fatigue, runny nose, headache, fever",ENT
"cough, weight loss, blurred vision, runny nose",Pulmonology
"sweating, weight gain, shortness of breath",Pulmonology
"depression, muscle pain, nausea, fever, fatigue, headache, swelling",Gastroenterology
"fatigue, dizziness, insomnia",Gastroenterology
"anxiety, back pain, joint pain, weight gain, runny nose, vomiting, sneezing",Gastroenterology
"runny nose, blurred vision, swelling, diarrhea, rash, sore throat",ENT
"nausea, abdominal pain, muscle pain",Gastroenterology
"abdominal pain, chest pain, back pain, blurred vision, swelling, nausea",Gastroenterology
"dizziness, appetite loss, rash, diarrhea",Neurology
"appetite loss, weight gain, insomnia, runny nose, sneezing, nausea",ENT
"chest pain, sore throat, weight loss, insomnia, sweating, abdominal pain",Psychiatry
"appetite loss, blurred vision, cough, fever, headache, dizziness",Psychiatry
"weight loss, insomnia, back pain, anxiety, rash, depression",Psychiatry
"anxiety, dizziness, vomiting, weight loss, runny nose, back pain, nausea",Endocrinology
"back pain, depression, blurred vision, chest pain, fever, sneezing, cough",Neurology
"abdominal pain, sneezing, depression, joint pain, fatigue",Orthopedics
"chest pain, blurred vision, vomiting",General Medicine
"cough, vomiting, sore throat, appetite loss, abdominal pain, fatigue",Cardiology
"weight loss, shortness of breath, back pain",Orthopedics
"fever, insomnia, weight gain, tremors",Cardiology
"tremors, joint pain, anxiety, nausea, abdominal pain, sneezing, sweating",Psychiatry
"diarrhea, dizziness, anxiety, cough, rash",Cardiology
"shortness of breath, headache, blurred vision",Pulmonology
"insomnia, abdominal pain, nausea, joint pain, tremors, back pain, anxiety",Neurology
"sweating, runny nose, joint pain, diarrhea, muscle pain, appetite loss, tremors",ENT
"back pain, abdominal pain, shortness of breath, insomnia, vomiting, headache",Cardiology
"appetite loss, fatigue, rash",Neurology
"nausea, fever, back pain",Pulmonology
"chest pain, swelling, weight loss, abdominal pain, vomiting",Gastroenterology
"appetite loss, blurred vision, rash, insomnia",Pulmonology
"fever, sneezing, cough, vomiting",Gastroenterology
"shortness of breath, weight loss, swelling, vomiting, blurred vision",Psychiatry
"headache, depression, vomiting, joint pain, rash",General Medicine
"appetite loss, joint pain, sneezing, fatigue",Orthopedics
"insomnia, sore throat, chest pain, weight loss, appetite loss",ENT
"shortness of breath, diarrhea, appetite loss, swelling",Pulmonology
"depression, runny nose, rash, joint pain, back pain",Gastroenterology
"diarrhea, sweating, runny nose, blurred vision, sneezing, cough, joint pain",Psychiatry
"anxiety, weight loss, back pain, runny nose",Pulmonology
"anxiety, shortness of breath, vomiting, appetite loss, weight loss, rash, sweating",Dermatology
"anxiety, tremors, dizziness, appetite loss, blurred vision, runny nose, sweating",General Medicine
"chest pain, weight gain, blurred vision",Psychiatry
"fever, shortness of breath, muscle pain",General Medicine
"sore throat, anxiety, appetite loss, fatigue, depression, weight gain",ENT
"insomnia, weight loss, diarrhea",Cardiology
"joint pain, tremors, diarrhea, depression, blurred vision, swelling, abdominal pain",Orthopedics
"vomiting, runny nose, swelling",Gastroenterology
"dizziness, sneezing, diarrhea, swelling, abdominal pain, shortness of breath, rash",Dermatology
"tremors, muscle pain, nausea, chest pain, swelling",General Medicine
"sweating, depression, sneezing",Cardiology
"sore throat, weight gain, blurred vision, nausea, fever, insomnia, dizziness",ENT
"nausea, headache, chest pain, tremors",Gastroenterology
"chest pain, anxiety, weight loss, sneezing",Pulmonology
"headache, weight loss, joint pain, swelling",Cardiology
"fatigue, diarrhea, tremors, swelling, depression",Psychiatry
"cough, diarrhea, depression, fever, tremors",Pulmonology
"dizziness, cough, weight gain",Pulmonology
"headache, rash, chest pain, blurred vision, cough, tremors",Neurology
"anxiety, diarrhea, abdominal pain, insomnia",Neurology
"fatigue, chest pain, dizziness, anxiety, fever",General Medicine
"sneezing, rash, headache, chest pain, vomiting, muscle pain, fatigue",Neurology
"sore throat, diarrhea, fever, insomnia",Neurology
"muscle pain, sweating, headache, blurred vision, runny nose, swelling, anxiety",ENT
"sore throat, appetite loss, sneezing",Cardiology
"anxiety, shortness of breath, diarrhea, chest pain",General Medicine
"cough, muscle pain, nausea, depression",Endocrinology
"fatigue, swelling, appetite loss",Neurology
"blurred vision, cough, weight gain",Pulmonology
"blurred vision, shortness of breath, chest pain, insomnia, appetite loss",Endocrinology
"blurred vision, sneezing, weight gain, abdominal pain",Pulmonology
"anxiety, fatigue, dizziness, diarrhea, back pain, swelling",Orthopedics
"vomiting, shortness of breath, anxiety",Pulmonology
"blurred vision, weight loss, sneezing",Pulmonology
"dizziness, rash, muscle pain, sore throat",ENT
"weight loss, appetite loss, insomnia, sweating, diarrhea",Pulmonology
"swelling, anxiety, blurred vision, headache, back pain",Pulmonology
"vomiting, fatigue, swelling, joint pain, fever, nausea, depression",Orthopedics
"sore throat, sweating, muscle pain, blurred vision, sneezing",Neurology
"back pain, chest pain, vomiting, blurred vision",Gastroenterology
"blurred vision, back pain, insomnia, vomiting, chest pain",Orthopedics
"tremors, sore throat, vomiting",ENT
"tremors, nausea, back pain, sweating, fatigue, swelling",Psychiatry
"headache, diarrhea, abdominal pain",Pulmonology
"anxiety, insomnia, weight gain, fever, sore throat, diarrhea, sweating",ENT
"nausea, shortness of breath, vomiting, tremors",Pulmonology
"insomnia, shortness of breath, back pain, weight loss",Orthopedics
"sneezing, vomiting, back pain, shortness of breath, runny nose, chest pain",ENT
"muscle pain, vomiting, fever",Gastroenterology
"weight loss, nausea, sweating, cough",Pulmonology
"rash, appetite loss, insomnia, runny nose, sneezing, joint pain",ENT
"shortness of breath, swelling, weight loss, runny nose, vomiting, back pain",Endocrinology
"blurred vision, diarrhea, abdominal pain",Gastroenterology
"shortness of breath, headache, weight loss, abdominal pain, sneezing, fever, nausea",Pulmonology
"rash, sneezing, cough, anxiety, tremors",Dermatology
"depression, anxiety, joint pain",Orthopedics
"rash, cough, diarrhea, abdominal pain, runny nose",General Medicine
"abdominal pain, anxiety, appetite loss, nausea, blurred vision",Gastroenterology
"sweating, blurred vision, rash, appetite loss",Dermatology
"chest pain, vomiting, joint pain, sore throat, dizziness, abdominal pain",General Medicine
"vomiting, appetite loss, sneezing, sore throat, back pain, sweating",ENT
"abdominal pain, sneezing, cough, muscle pain, runny nose, appetite loss, sweating",ENT
"cough, muscle pain, blurred vision, headache",Pulmonology
"muscle pain, abdominal pain, rash, sneezing, chest pain, sore throat",ENT
"swelling, fever, weight loss, joint pain",Orthopedics
"diarrhea, weight gain, dizziness, runny nose",ENT
"vomiting, cough, depression",Gastroenterology
"rash, sneezing, weight loss, back pain",Orthopedics
"joint pain, diarrhea, weight loss, depression",Orthopedics
"diarrhea, sneezing, cough",Pulmonology
"depression, appetite loss, abdominal pain, sore throat, weight gain, tremors, fever",ENT
"headache, shortness of breath, tremors, diarrhea, sore throat",Pulmonology
"weight gain, back pain, fatigue, anxiety, sneezing, shortness of breath, dizziness",General Medicine
"depression, shortness of breath, tremors, chest pain, abdominal pain, headache",Gastroenterology
"back pain, appetite loss, tremors, abdominal pain, shortness of breath",Neurology
"shortness of breath, nausea, back pain",Neurology
"insomnia, back pain, anxiety",Gastroenterology
"headache, diarrhea, muscle pain, fatigue",Cardiology
"dizziness, fatigue, rash, diarrhea",Cardiology
"nausea, tremors, sore throat, fatigue, dizziness, sweating, depression",Pulmonology
"runny nose, chest pain, appetite loss, tremors",General Medicine
"diarrhea, back pain, fever, anxiety, chest pain",Cardiology
"sore throat, appetite loss, weight gain, abdominal pain, shortness of breath",ENT
"shortness of breath, back pain, headache, sneezing, dizziness, abdominal pain, fatigue",Orthopedics
"sneezing, back pain, sore throat",Pulmonology
"abdominal pain, joint pain, shortness of breath, sweating",Orthopedics
"insomnia, joint pain, nausea, vomiting, weight loss, rash",Orthopedics
"sore throat, weight loss, sneezing, tremors",General Medicine
"dizziness, fever, back pain, headache",Orthopedics
"nausea, sore throat, runny nose, chest pain, rash, vomiting, blurred vision",Neurology
"nausea, back pain, appetite loss, sore throat",Gastroenterology
"chest pain, weight loss, tremors",Neurology
"joint pain, anxiety, sneezing, abdominal pain, chest pain, nausea, muscle pain",Orthopedics
"fever, sore throat, tremors, appetite loss",ENT
"runny nose, dizziness, cough, insomnia, swelling, sore throat",Gastroenterology
"weight gain, diarrhea, tremors, back pain, swelling, nausea",Orthopedics
"insomnia, depression, nausea, vomiting, chest pain",Gastroenterology
"swelling, runny nose, tremors, diarrhea, sore throat, depression, headache",ENT
"sore throat, swelling, sweating, muscle pain, weight loss, diarrhea",ENT
"runny nose, sore throat, muscle pain, sneezing, sweating, chest pain, shortness of breath",ENT
"fever, insomnia, rash, joint pain, fatigue",Gastroenterology
"tremors, shortness of breath, fever, swelling, joint pain, abdominal pain",Orthopedics
"runny nose, cough, sweating, joint pain, headache, muscle pain",ENT
"fatigue, sweating, diarrhea",Gastroenterology
"chest pain, joint pain, runny nose, weight loss, insomnia, abdominal pain",ENT
"nausea, shortness of breath, appetite loss, rash, diarrhea",Dermatology
"depression, runny nose, weight loss, sore throat, fatigue, appetite loss, sneezing",ENT
"sneezing, runny nose, appetite loss, anxiety, insomnia, blurred vision",Pulmonology
"shortness of breath, appetite loss, dizziness, vomiting",Cardiology
"blurred vision, nausea, sore throat, anxiety",ENT
"weight loss, depression, sore throat, diarrhea, tremors, dizziness, headache",ENT
"appetite loss, muscle pain, insomnia",Psychiatry
"shortness of breath, sneezing, sore throat, runny nose, vomiting, diarrhea",ENT
"fatigue, back pain, dizziness, sore throat, muscle pain",Neurology
"fatigue, cough, shortness of breath",Pulmonology
"sore throat, cough, shortness of breath, sneezing",ENT
"abdominal pain, dizziness, blurred vision, weight loss",Pulmonology
"sweating, blurred vision, diarrhea, appetite loss, chest pain, headache, sneezing",General Medicine
"cough, weight loss, anxiety, runny nose, fatigue, swelling, sore throat",General Medicine
"sneezing, dizziness, chest pain, nausea",Gastroenterology
"diarrhea, headache, dizziness, shortness of breath, back pain, cough",Pulmonology
"rash, fatigue, sweating, depression, nausea, diarrhea",Psychiatry
"blurred vision, fever, nausea, shortness of breath, diarrhea",Pulmonology
"swelling, tremors, anxiety, sweating, insomnia, sore throat",ENT
"insomnia, blurred vision, sore throat, depression, appetite loss, tremors, rash",ENT
"cough, back pain, weight gain, sore throat",ENT
"muscle pain, rash, headache, vomiting, tremors, blurred vision, anxiety",Neurology
"runny nose, joint pain, diarrhea, depression, anxiety",General Medicine
"fever, sneezing, dizziness, joint pain, swelling",Orthopedics
"sweating, vomiting, sneezing",Gastroenterology
"cough, tremors, vomiting, shortness of breath, headache, weight gain",Endocrinology
"weight gain, nausea, sore throat, depression, tremors",Pulmonology
"weight loss, weight gain, muscle pain, sweating, joint pain, sore throat, depression",Endocrinology
"nausea, abdominal pain, appetite loss",Gastroenterology
"tremors, swelling, sneezing, vomiting",Cardiology
"blurred vision, back pain, rash, anxiety",Gastroenterology
"diarrhea, vomiting, appetite loss",Gastroenterology
"depression, chest pain, cough, diarrhea, joint pain",Orthopedics
"weight gain, nausea, diarrhea",Cardiology
"insomnia, depression, diarrhea, tremors, weight gain, cough",Gastroenterology
"dizziness, fever, insomnia, diarrhea",Psychiatry
"weight loss, dizziness, fever, depression, diarrhea",Gastroenterology
"vomiting, appetite loss, weight loss, shortness of breath, nausea",Pulmonology
"insomnia, sore throat, dizziness, shortness of breath",General Medicine
"swelling, insomnia, runny nose",Pulmonology
"tremors, weight gain, blurred vision, nausea",Cardiology
"blurred vision, cough, diarrhea, fever, sneezing, chest pain",Cardiology
"sneezing, rash, weight gain",Neurology
"joint pain, vomiting, nausea, dizziness",Orthopedics
"weight loss, depression, headache, runny nose, joint pain, fever",Neurology
"diarrhea, chest pain, weight gain",Neurology
"runny nose, vomiting, muscle pain, shortness of breath, sneezing",General Medicine
"appetite loss, runny nose, diarrhea, nausea",ENT
"cough, blurred vision, anxiety, tremors",Cardiology
"swelling, weight loss, sweating",Pulmonology
"tremors, dizziness, diarrhea, weight gain",Neurology
"fatigue, weight loss, shortness of breath, runny nose, sweating, chest pain, weight gain",Pulmonology
"back pain, abdominal pain, vomiting, runny nose, muscle pain, nausea, tremors",ENT
"muscle pain, shortness of breath, anxiety, vomiting, weight gain, sneezing",Pulmonology
"tremors, weight gain, cough, nausea",Pulmonology
"blurred vision, shortness of breath, abdominal pain, tremors, swelling, rash, chest pain",Dermatology
"shortness of breath, anxiety, fatigue",Cardiology
"muscle pain, abdominal pain, blurred vision, vomiting, cough, shortness of breath",Pulmonology
"swelling, back pain, rash, tremors, weight loss",Orthopedics
"weight gain, headache, runny nose, appetite loss",ENT
"tremors, nausea, sore throat, back pain, joint pain",ENT
"depression, swelling, diarrhea, anxiety, fever",Pulmonology
"back pain, sore throat, fatigue, insomnia, weight gain, sneezing, runny nose",ENT
"blurred vision, anxiety, runny nose",ENT
"shortness of breath, headache, swelling, weight gain, sweating, sore throat, sneezing",Endocrinology
"tremors, cough, fatigue, vomiting, weight loss, shortness of breath, depression",Cardiology
"back pain, dizziness, sweating, vomiting, blurred vision",Orthopedics
"muscle pain, vomiting, sneezing, tremors",General Medicine
"swelling, sweating, vomiting",Gastroenterology
"vomiting, sneezing, tremors, sweating, dizziness",Pulmonology
"sneezing, fever, joint pain, weight gain",Orthopedics
"rash, tremors, weight gain, blurred vision, dizziness",Dermatology
"shortness of breath, appetite loss, tremors",Pulmonology
"fever, joint pain, cough, back pain, nausea",Orthopedics
"tremors, muscle pain, shortness of breath, sweating, fever, vomiting",Gastroenterology
"dizziness, blurred vision, muscle pain",Neurology
"anxiety, blurred vision, joint pain, insomnia",Gastroenterology
"appetite loss, swelling, tremors, weight loss, shortness of breath, insomnia, diarrhea",Pulmonology
"dizziness, headache, abdominal pain, cough, runny nose, back pain",Pulmonology
"diarrhea, fever, headache",Endocrinology
"abdominal pain, diarrhea, rash",Dermatology
"shortness of breath, back pain, tremors, cough, anxiety, sneezing, headache",Orthopedics
"blurred vision, chest pain, anxiety, dizziness, diarrhea, insomnia, vomiting",Gastroenterology
"weight loss, sweating, headache, joint pain, fatigue, swelling",Orthopedics
"appetite loss, nausea, sneezing, back pain",Orthopedics
"back pain, diarrhea, joint pain, depression, fever, sore throat",ENT
"sore throat, headache, weight gain, muscle pain, fatigue, diarrhea, dizziness",ENT
"joint pain, shortness of breath, fever, depression, back pain, appetite loss, tremors",Orthopedics
"weight loss, rash, fever, diarrhea, tremors, weight gain",Gastroenterology
"blurred vision, weight gain, fatigue, nausea, muscle pain, sore throat, cough",Pulmonology
"rash, runny nose, appetite loss, dizziness, headache, back pain, sweating",Neurology
"blurred vision, depression, abdominal pain",Psychiatry
"tremors, depression, back pain, sneezing, fatigue",Orthopedics
"runny nose, weight gain, appetite loss, shortness of breath, dizziness",Pulmonology
"vomiting, fever, swelling, headache",Pulmonology
"runny nose, rash, fatigue",Psychiatry
"joint pain, appetite loss, sweating, weight loss, fatigue",Orthopedics
"fever, dizziness, weight gain, insomnia",Gastroenterology
"abdominal pain, chest pain, nausea, weight loss, anxiety, depression",Gastroenterology
"sweating, dizziness, tremors, rash, weight loss, chest pain",Dermatology
"fatigue, diarrhea, anxiety, insomnia, blurred vision, sore throat",ENT
"vomiting, fever, joint pain, dizziness, runny nose, sweating",Neurology
"sore throat, weight gain, abdominal pain, anxiety, cough, joint pain",ENT
"joint pain, weight gain, diarrhea, nausea, muscle pain, anxiety",General Medicine
"fever, sneezing, headache, nausea, appetite loss, anxiety, weight loss",Gastroenterology
"diarrhea, insomnia, muscle pain, cough, shortness of breath",Pulmonology
"tremors, muscle pain, sneezing, diarrhea, anxiety",Psychiatry
"swelling, insomnia, joint pain, shortness of breath, sore throat",ENT
"anxiety, back pain, runny nose, vomiting",ENT
"depression, rash, sweating, runny nose, insomnia, shortness of breath",Pulmonology
"appetite loss, diarrhea, dizziness",Gastroenterology
"depression, sneezing, vomiting",Cardiology
"swelling, tremors, runny nose, joint pain, rash",Pulmonology
"tremors, muscle pain, back pain, blurred vision, vomiting, fever, sweating",Orthopedics
"weight gain, fatigue, rash, insomnia, runny nose, chest pain",Psychiatry
"blurred vision, appetite loss, headache, dizziness, insomnia, anxiety, diarrhea",Gastroenterology
"sweating, weight loss, fever, rash",Cardiology
"headache, nausea, vomiting, abdominal pain, dizziness, fatigue",General Medicine
"weight gain, chest pain, swelling, blurred vision, diarrhea, back pain, runny nose",Neurology
"runny nose, blurred vision, fatigue, nausea, depression, sweating",Neurology
"vomiting, headache, swelling, back pain",Orthopedics
"weight loss, sneezing, swelling, appetite loss, runny nose, joint pain",ENT
"nausea, appetite loss, sore throat",ENT
"chest pain, fatigue, diarrhea, weight gain, rash",Cardiology
"muscle pain, vomiting, blurred vision, sneezing, headache",Gastroenterology
"sweating, nausea, insomnia, blurred vision, cough, depression, sore throat",ENT
"sweating, joint pain, sore throat, back pain",ENT
"joint pain, headache, appetite loss, weight loss, diarrhea, fever",Orthopedics
"runny nose, back pain, rash, abdominal pain, shortness of breath",Neurology
"insomnia, headache, dizziness, swelling",Pulmonology
"dizziness, fatigue, appetite loss",General Medicine
"sweating, shortness of breath, chest pain",Pulmonology
"anxiety, diarrhea, fatigue, shortness of breath, abdominal pain",Neurology
"cough, swelling, vomiting, back pain, shortness of breath, chest pain, muscle pain",Gastroenterology
"anxiety, sneezing, sore throat, rash, abdominal pain",Neurology
"back pain, depression, chest pain, insomnia, weight loss",Neurology
"sore throat, anxiety, appetite loss, back pain",ENT
"sneezing, rash, tremors, insomnia",Dermatology
"diarrhea, insomnia, swelling, tremors",Gastroenterology
"sweating, fatigue, depression, weight loss, cough, headache",Cardiology
"anxiety, sweating, swelling, fever, vomiting, sneezing, nausea",Gastroenterology
"insomnia, appetite loss, sore throat, swelling",General Medicine
"rash, tremors, headache, depression, muscle pain, sweating, nausea",Dermatology
"insomnia, headache, sneezing, diarrhea, anxiety, chest pain",Neurology
"vomiting, cough, appetite loss, headache, sore throat, nausea",Psychiatry
"blurred vision, depression, rash, back pain",Orthopedics
"fatigue, swelling, rash, weight gain",Gastroenterology
"dizziness, rash, fever, weight loss, joint pain",Neurology
"joint pain, anxiety, back pain, chest pain, sore throat, appetite loss, vomiting",ENT
"fatigue, insomnia, vomiting, abdominal pain, fever, nausea, blurred vision",Cardiology
"appetite loss, vomiting, headache, swelling, cough, fever, rash",Cardiology
"anxiety, weight loss, shortness of breath, nausea, headache",Pulmonology
"fatigue, headache, blurred vision, appetite loss, sweating, fever, sneezing",Pulmonology
"vomiting, shortness of breath, appetite loss, sneezing, diarrhea, muscle pain, sweating",Neurology
"joint pain, weight gain, diarrhea, insomnia, nausea, headache",Orthopedics
"cough, sweating, nausea, depression, shortness of breath",Pulmonology
"muscle pain, weight loss, fatigue, vomiting",Gastroenterology
"sneezing, blurred vision, chest pain, weight loss, joint pain, abdominal pain, shortness of breath",Orthopedics
"diarrhea, weight loss, shortness of breath, weight gain, runny nose, cough, fever",ENT
"runny nose, dizziness, blurred vision, tremors, diarrhea, sore throat",ENT
"back pain, anxiety, blurred vision, headache, runny nose",Gastroenterology
"fatigue, headache, vomiting, shortness of breath, diarrhea, back pain, rash",Orthopedics
"depression, tremors, nausea",Gastroenterology
"diarrhea, swelling, back pain",Gastroenterology
"rash, fever, weight gain, appetite loss, blurred vision",Pulmonology
"back pain, blurred vision, weight loss, tremors",Pulmonology
"diarrhea, headache, fatigue, swelling, dizziness, sneezing",Gastroenterology
"weight gain, anxiety, blurred vision, abdominal pain, diarrhea, back pain",Pulmonology
"abdominal pain, shortness of breath, blurred vision",Psychiatry
"diarrhea, chest pain, joint pain",Neurology
"nausea, weight gain, joint pain",Orthopedics
"blurred vision, sneezing, vomiting, tremors",Gastroenterology
"blurred vision, appetite loss, diarrhea, anxiety",Gastroenterology
"diarrhea, sore throat, blurred vision, sweating, headache",General Medicine
"dizziness, chest pain, muscle pain, depression, weight loss, diarrhea, runny nose",Pulmonology
"sneezing, runny nose, sore throat, weight loss",Gastroenterology
"cough, depression, sneezing, blurred vision, sweating",Endocrinology
"back pain, headache, blurred vision, appetite loss, sneezing, fever",Neurology
